subject,variable,value
A2R72PEQOZAINO,answer_likely_0_who_MS_intern,5
A2MDVIWMWCPOSO,answer_likely_0_who_MS_intern,3
A2PUL3ZDXOW0VZ,answer_likely_0_who_MS_intern,4
A30VLAIIJIG5IS,answer_likely_0_who_MS_intern,1
A3VTOW7WLPTBRR,answer_likely_0_who_MS_intern,1
A2FYPO3PEYCLX2,answer_likely_0_who_MS_intern,3
A2BZY06YRWGEDL,answer_likely_0_who_MS_intern,4
A2RCYLKY072XXO,answer_likely_0_where_MS_lights,4
AFZKP8TAXAUCR,answer_likely_0_where_MS_lights,3
A160AAFKYN9TUD,answer_likely_0_where_MS_lights,3
A1ZD8RU6YB0VEU,answer_likely_0_where_MS_lights,2
A15ZLQU8M9MMXS,answer_likely_0_where_MS_lights,3
A1U8HCXVACOGJ8,answer_likely_0_where_MS_lights,5
A2WHC086WNUQNB,answer_likely_0_where_MS_lights,5
A3NVRTN7RC8D0I,answer_likely_0_where_MS_lights,5
A2JCK494NV7TFX,answer_likely_0_where_MS_lights,4
A1WJU1IQ3UTRC6,answer_likely_0_where_MS_lights,3
A1W7QLLENVP2AE,answer_likely_0_where_MS_lights,4
A7XAEZTNECKT5,answer_likely_0_where_MS_lights,4
A2R72PEQOZAINO,answer_likely_0_where_MS_lights,5
A2MDVIWMWCPOSO,answer_likely_0_where_MS_lights,3
A2PUL3ZDXOW0VZ,answer_likely_0_where_MS_lights,3
A30VLAIIJIG5IS,answer_likely_0_where_MS_lights,4
A3VTOW7WLPTBRR,answer_likely_0_where_MS_lights,2
A2FYPO3PEYCLX2,answer_likely_0_where_MS_lights,3
A2BZY06YRWGEDL,answer_likely_0_where_MS_lights,4
AG5HAUJJV4OCY,answer_likely_0_how_MA_political,4
AA4KKLIU4C3NY,answer_likely_0_how_MA_political,4
A1DS5O8MSI3ZH0,answer_likely_0_how_MA_political,2
A1OQIXAU1SEJ4P,answer_likely_0_how_MA_political,1
AQEP3H2QADT47,answer_likely_0_how_MA_political,5
A1C7XI68SED8JE,answer_likely_0_how_MA_political,5
A1F1BIPJR11LSR,answer_likely_0_how_MA_political,4
A2JOHICL072IY3,answer_likely_0_how_MA_political,0
A9YN0N476F6PR,answer_likely_0_how_MA_political,5
A3UN1F1EOHKKE6,answer_likely_0_how_MA_political,4
AG6WV3WODQ7IN,answer_likely_0_how_MA_political,4
A2UUKFTD0VUX2S,answer_likely_0_how_MA_political,4
AJM4334V07JDQ,answer_likely_0_how_MA_political,2
A1J1PWS99LFVPL,answer_likely_0_how_MA_political,4
A52FUUEDGSZT9,answer_likely_0_how_MA_political,4
A2CHDWKAYZ3P3E,answer_likely_0_how_MA_political,4
A1USR9JCAMDGM3,answer_likely_0_how_MA_political,5
A1XSCA2SO63MM7,answer_likely_0_how_MA_political,3
A39ROW50DWRRKT,answer_likely_0_how_MA_political,1
AG5HAUJJV4OCY,answer_likely_0_where_MA_fido,5
AA4KKLIU4C3NY,answer_likely_0_where_MA_fido,4
A1DS5O8MSI3ZH0,answer_likely_0_where_MA_fido,2
A1OQIXAU1SEJ4P,answer_likely_0_where_MA_fido,3
AQEP3H2QADT47,answer_likely_0_where_MA_fido,5
A1C7XI68SED8JE,answer_likely_0_where_MA_fido,1
A1F1BIPJR11LSR,answer_likely_0_where_MA_fido,3
A2JOHICL072IY3,answer_likely_0_where_MA_fido,1
A9YN0N476F6PR,answer_likely_0_where_MA_fido,5
A3UN1F1EOHKKE6,answer_likely_0_where_MA_fido,5
AG6WV3WODQ7IN,answer_likely_0_where_MA_fido,5
A2UUKFTD0VUX2S,answer_likely_0_where_MA_fido,2
AJM4334V07JDQ,answer_likely_0_where_MA_fido,3
A1J1PWS99LFVPL,answer_likely_0_where_MA_fido,5
A52FUUEDGSZT9,answer_likely_0_where_MA_fido,4
A2CHDWKAYZ3P3E,answer_likely_0_where_MA_fido,3
A1USR9JCAMDGM3,answer_likely_0_where_MA_fido,4
A1XSCA2SO63MM7,answer_likely_0_where_MA_fido,3
A39ROW50DWRRKT,answer_likely_0_where_MA_fido,4
AG5HAUJJV4OCY,answer_likely_0_who_MA_vacation,5
AA4KKLIU4C3NY,answer_likely_0_who_MA_vacation,4
A1DS5O8MSI3ZH0,answer_likely_0_who_MA_vacation,4
A1OQIXAU1SEJ4P,answer_likely_0_who_MA_vacation,4
AQEP3H2QADT47,answer_likely_0_who_MA_vacation,5
A1C7XI68SED8JE,answer_likely_0_who_MA_vacation,5
A1F1BIPJR11LSR,answer_likely_0_who_MA_vacation,4
A2JOHICL072IY3,answer_likely_0_who_MA_vacation,5
A9YN0N476F6PR,answer_likely_0_who_MA_vacation,5
A3UN1F1EOHKKE6,answer_likely_0_who_MA_vacation,5
AG6WV3WODQ7IN,answer_likely_0_who_MA_vacation,5
A2UUKFTD0VUX2S,answer_likely_0_who_MA_vacation,1
AJM4334V07JDQ,answer_likely_0_who_MA_vacation,5
A1J1PWS99LFVPL,answer_likely_0_who_MA_vacation,4
A52FUUEDGSZT9,answer_likely_0_who_MA_vacation,4
A2CHDWKAYZ3P3E,answer_likely_0_who_MA_vacation,5
A1USR9JCAMDGM3,answer_likely_0_who_MA_vacation,5
A1XSCA2SO63MM7,answer_likely_0_who_MA_vacation,2
A39ROW50DWRRKT,answer_likely_0_who_MA_vacation,5
AG5HAUJJV4OCY,answer_likely_0_how_MA_petra,4
AA4KKLIU4C3NY,answer_likely_0_how_MA_petra,3
A1DS5O8MSI3ZH0,answer_likely_0_how_MA_petra,3
A1OQIXAU1SEJ4P,answer_likely_0_how_MA_petra,3
AQEP3H2QADT47,answer_likely_0_how_MA_petra,5
A1C7XI68SED8JE,answer_likely_0_how_MA_petra,5
A1F1BIPJR11LSR,answer_likely_0_how_MA_petra,4
A2JOHICL072IY3,answer_likely_0_how_MA_petra,1
A9YN0N476F6PR,answer_likely_0_how_MA_petra,3
A3UN1F1EOHKKE6,answer_likely_0_how_MA_petra,4
AG6WV3WODQ7IN,answer_likely_0_how_MA_petra,5
A2UUKFTD0VUX2S,answer_likely_0_how_MA_petra,1
AJM4334V07JDQ,answer_likely_0_how_MA_petra,3
A1J1PWS99LFVPL,answer_likely_0_how_MA_petra,4
A52FUUEDGSZT9,answer_likely_0_how_MA_petra,3
A2CHDWKAYZ3P3E,answer_likely_0_how_MA_petra,2
A1USR9JCAMDGM3,answer_likely_0_how_MA_petra,3
A1XSCA2SO63MM7,answer_likely_0_how_MA_petra,2
A39ROW50DWRRKT,answer_likely_0_how_MA_petra,4
AG5HAUJJV4OCY,answer_likely_0_where_MA_chocolate,4
AA4KKLIU4C3NY,answer_likely_0_where_MA_chocolate,4
A1DS5O8MSI3ZH0,answer_likely_0_where_MA_chocolate,2
A1OQIXAU1SEJ4P,answer_likely_0_where_MA_chocolate,2
AQEP3H2QADT47,answer_likely_0_where_MA_chocolate,5
A1C7XI68SED8JE,answer_likely_0_where_MA_chocolate,5
A1F1BIPJR11LSR,answer_likely_0_where_MA_chocolate,4
A2JOHICL072IY3,answer_likely_0_where_MA_chocolate,0
A9YN0N476F6PR,answer_likely_0_where_MA_chocolate,2
A3UN1F1EOHKKE6,answer_likely_0_where_MA_chocolate,3
AG6WV3WODQ7IN,answer_likely_0_where_MA_chocolate,5
A2UUKFTD0VUX2S,answer_likely_0_where_MA_chocolate,0
AJM4334V07JDQ,answer_likely_0_where_MA_chocolate,4
A1J1PWS99LFVPL,answer_likely_0_where_MA_chocolate,3
A52FUUEDGSZT9,answer_likely_0_where_MA_chocolate,4
A2CHDWKAYZ3P3E,answer_likely_0_where_MA_chocolate,3
A1USR9JCAMDGM3,answer_likely_0_where_MA_chocolate,4
A1XSCA2SO63MM7,answer_likely_0_where_MA_chocolate,2
A39ROW50DWRRKT,answer_likely_0_where_MA_chocolate,4
AG5HAUJJV4OCY,answer_likely_0_who_MA_office,5
AA4KKLIU4C3NY,answer_likely_0_who_MA_office,3
A1DS5O8MSI3ZH0,answer_likely_0_who_MA_office,1
A1OQIXAU1SEJ4P,answer_likely_0_who_MA_office,3
AQEP3H2QADT47,answer_likely_0_who_MA_office,0
A1C7XI68SED8JE,answer_likely_0_who_MA_office,5
A1F1BIPJR11LSR,answer_likely_0_who_MA_office,4
A2JOHICL072IY3,answer_likely_0_who_MA_office,4
A9YN0N476F6PR,answer_likely_0_who_MA_office,5
A3UN1F1EOHKKE6,answer_likely_0_who_MA_office,5
AG6WV3WODQ7IN,answer_likely_0_who_MA_office,1
A2UUKFTD0VUX2S,answer_likely_0_who_MA_office,4
AJM4334V07JDQ,answer_likely_0_who_MA_office,4
A1J1PWS99LFVPL,answer_likely_0_who_MA_office,4
A52FUUEDGSZT9,answer_likely_0_who_MA_office,2
A2CHDWKAYZ3P3E,answer_likely_0_who_MA_office,4
A1USR9JCAMDGM3,answer_likely_0_who_MA_office,3
A1XSCA2SO63MM7,answer_likely_0_who_MA_office,1
A39ROW50DWRRKT,answer_likely_0_who_MA_office,4
AG5HAUJJV4OCY,answer_likely_0_how_MA_college,4
AA4KKLIU4C3NY,answer_likely_0_how_MA_college,4
A1DS5O8MSI3ZH0,answer_likely_0_how_MA_college,1
A1OQIXAU1SEJ4P,answer_likely_0_how_MA_college,2
AQEP3H2QADT47,answer_likely_0_how_MA_college,5
A1C7XI68SED8JE,answer_likely_0_how_MA_college,4
A1F1BIPJR11LSR,answer_likely_0_how_MA_college,2
A2JOHICL072IY3,answer_likely_0_how_MA_college,0
A9YN0N476F6PR,answer_likely_0_how_MA_college,3
A3UN1F1EOHKKE6,answer_likely_0_how_MA_college,3
AG6WV3WODQ7IN,answer_likely_0_how_MA_college,4
A2UUKFTD0VUX2S,answer_likely_0_how_MA_college,1
AJM4334V07JDQ,answer_likely_0_how_MA_college,3
A1J1PWS99LFVPL,answer_likely_0_how_MA_college,3
A52FUUEDGSZT9,answer_likely_0_how_MA_college,2
A2CHDWKAYZ3P3E,answer_likely_0_how_MA_college,2
A1USR9JCAMDGM3,answer_likely_0_how_MA_college,4
A1XSCA2SO63MM7,answer_likely_0_how_MA_college,1
A39ROW50DWRRKT,answer_likely_0_how_MA_college,3
AG5HAUJJV4OCY,answer_likely_0_where_MA_hideseek,4
AA4KKLIU4C3NY,answer_likely_0_where_MA_hideseek,3
A1DS5O8MSI3ZH0,answer_likely_0_where_MA_hideseek,4
A1OQIXAU1SEJ4P,answer_likely_0_where_MA_hideseek,4
AQEP3H2QADT47,answer_likely_0_where_MA_hideseek,5
A1C7XI68SED8JE,answer_likely_0_where_MA_hideseek,5
A1F1BIPJR11LSR,answer_likely_0_where_MA_hideseek,3
A2JOHICL072IY3,answer_likely_0_where_MA_hideseek,0
A9YN0N476F6PR,answer_likely_0_where_MA_hideseek,3
A3UN1F1EOHKKE6,answer_likely_0_where_MA_hideseek,5
AG6WV3WODQ7IN,answer_likely_0_where_MA_hideseek,5
A2UUKFTD0VUX2S,answer_likely_0_where_MA_hideseek,1
AJM4334V07JDQ,answer_likely_0_where_MA_hideseek,4
A1J1PWS99LFVPL,answer_likely_0_where_MA_hideseek,4
A52FUUEDGSZT9,answer_likely_0_where_MA_hideseek,4
A2CHDWKAYZ3P3E,answer_likely_0_where_MA_hideseek,2
A1USR9JCAMDGM3,answer_likely_0_where_MA_hideseek,5
A1XSCA2SO63MM7,answer_likely_0_where_MA_hideseek,2
A39ROW50DWRRKT,answer_likely_0_where_MA_hideseek,3
AG5HAUJJV4OCY,answer_likely_0_who_MA_customer,5
AA4KKLIU4C3NY,answer_likely_0_who_MA_customer,4
A1DS5O8MSI3ZH0,answer_likely_0_who_MA_customer,2
A1OQIXAU1SEJ4P,answer_likely_0_who_MA_customer,2
AQEP3H2QADT47,answer_likely_0_who_MA_customer,5
A1C7XI68SED8JE,answer_likely_0_who_MA_customer,5
A1F1BIPJR11LSR,answer_likely_0_who_MA_customer,5
A2JOHICL072IY3,answer_likely_0_who_MA_customer,3
A9YN0N476F6PR,answer_likely_0_who_MA_customer,5
A3UN1F1EOHKKE6,answer_likely_0_who_MA_customer,4
AG6WV3WODQ7IN,answer_likely_0_who_MA_customer,5
A2UUKFTD0VUX2S,answer_likely_0_who_MA_customer,5
AJM4334V07JDQ,answer_likely_0_who_MA_customer,3
A1J1PWS99LFVPL,answer_likely_0_who_MA_customer,3
A52FUUEDGSZT9,answer_likely_0_who_MA_customer,3
A2CHDWKAYZ3P3E,answer_likely_0_who_MA_customer,3
A1USR9JCAMDGM3,answer_likely_0_who_MA_customer,4
A1XSCA2SO63MM7,answer_likely_0_who_MA_customer,2
A39ROW50DWRRKT,answer_likely_0_who_MA_customer,3
AG5HAUJJV4OCY,answer_likely_0_how_MA_holywood,4
AA4KKLIU4C3NY,answer_likely_0_how_MA_holywood,4
A1DS5O8MSI3ZH0,answer_likely_0_how_MA_holywood,2
A1OQIXAU1SEJ4P,answer_likely_0_how_MA_holywood,1
AQEP3H2QADT47,answer_likely_0_how_MA_holywood,5
A1C7XI68SED8JE,answer_likely_0_how_MA_holywood,4
A1F1BIPJR11LSR,answer_likely_0_how_MA_holywood,3
A2JOHICL072IY3,answer_likely_0_how_MA_holywood,1
A9YN0N476F6PR,answer_likely_0_how_MA_holywood,5
A3UN1F1EOHKKE6,answer_likely_0_how_MA_holywood,1
AG6WV3WODQ7IN,answer_likely_0_how_MA_holywood,0
A2UUKFTD0VUX2S,answer_likely_0_how_MA_holywood,1
AJM4334V07JDQ,answer_likely_0_how_MA_holywood,2
A1J1PWS99LFVPL,answer_likely_0_how_MA_holywood,2
A52FUUEDGSZT9,answer_likely_0_how_MA_holywood,2
A2CHDWKAYZ3P3E,answer_likely_0_how_MA_holywood,1
A1USR9JCAMDGM3,answer_likely_0_how_MA_holywood,5
A1XSCA2SO63MM7,answer_likely_0_how_MA_holywood,2
A39ROW50DWRRKT,answer_likely_0_how_MA_holywood,2
AG5HAUJJV4OCY,answer_likely_0_who_MA_intern,5
AA4KKLIU4C3NY,answer_likely_0_who_MA_intern,4
A1DS5O8MSI3ZH0,answer_likely_0_who_MA_intern,3
A1OQIXAU1SEJ4P,answer_likely_0_who_MA_intern,5
AQEP3H2QADT47,answer_likely_0_who_MA_intern,5
A1C7XI68SED8JE,answer_likely_0_who_MA_intern,4
A1F1BIPJR11LSR,answer_likely_0_who_MA_intern,2
A2JOHICL072IY3,answer_likely_0_who_MA_intern,4
A9YN0N476F6PR,answer_likely_0_who_MA_intern,5
A3UN1F1EOHKKE6,answer_likely_0_who_MA_intern,5
AG6WV3WODQ7IN,answer_likely_0_who_MA_intern,4
A2UUKFTD0VUX2S,answer_likely_0_who_MA_intern,5
AJM4334V07JDQ,answer_likely_0_who_MA_intern,3
A1J1PWS99LFVPL,answer_likely_0_who_MA_intern,4
A52FUUEDGSZT9,answer_likely_0_who_MA_intern,4
A2CHDWKAYZ3P3E,answer_likely_0_who_MA_intern,4
A1USR9JCAMDGM3,answer_likely_0_who_MA_intern,5
A1XSCA2SO63MM7,answer_likely_0_who_MA_intern,2
A39ROW50DWRRKT,answer_likely_0_who_MA_intern,5
AG5HAUJJV4OCY,answer_likely_0_where_MA_lights,5
AA4KKLIU4C3NY,answer_likely_0_where_MA_lights,4
A1DS5O8MSI3ZH0,answer_likely_0_where_MA_lights,3
A1OQIXAU1SEJ4P,answer_likely_0_where_MA_lights,3
AQEP3H2QADT47,answer_likely_0_where_MA_lights,5
A1C7XI68SED8JE,answer_likely_0_where_MA_lights,5
A1F1BIPJR11LSR,answer_likely_0_where_MA_lights,4
A2JOHICL072IY3,answer_likely_0_where_MA_lights,4
A9YN0N476F6PR,answer_likely_0_where_MA_lights,5
A3UN1F1EOHKKE6,answer_likely_0_where_MA_lights,4
AG6WV3WODQ7IN,answer_likely_0_where_MA_lights,5
A2UUKFTD0VUX2S,answer_likely_0_where_MA_lights,4
AJM4334V07JDQ,answer_likely_0_where_MA_lights,4
A1J1PWS99LFVPL,answer_likely_0_where_MA_lights,4
A52FUUEDGSZT9,answer_likely_0_where_MA_lights,4
A2CHDWKAYZ3P3E,answer_likely_0_where_MA_lights,4
A1USR9JCAMDGM3,answer_likely_0_where_MA_lights,4
A1XSCA2SO63MM7,answer_likely_0_where_MA_lights,1
A39ROW50DWRRKT,answer_likely_0_where_MA_lights,5
A1LZNQ6Q5JNTZE,answer_likely_1_how_MO_political,3
ARWF605I7RWM7,answer_likely_1_how_MO_political,4
A1J19UOHNI0UOC,answer_likely_1_how_MO_political,5
A3TUCOUVSP9ZGY,answer_likely_1_how_MO_political,5
A3A82EHCZOQ2CV,answer_likely_1_how_MO_political,2
ANNVWKERLZG9A,answer_likely_1_how_MO_political,3
A3PIRKF57QSWMS,answer_likely_1_how_MO_political,4
A2HOUSKURBF8UA,answer_likely_1_how_MO_political,2
A1Z1O6MMOB3UWW,answer_likely_1_how_MO_political,4
A3QNCW3LR2AVOV,answer_likely_1_how_MO_political,4
AAHZCL4LIPCBQ,answer_likely_1_how_MO_political,5
A2XMFTY9WB05U6,answer_likely_1_how_MO_political,3
A2N8FYNKM133KF,answer_likely_1_how_MO_political,0
ALQEBL8XKDCWC,answer_likely_1_how_MO_political,4
A18E16UFE351U6,answer_likely_1_how_MO_political,4
A2CWJRAEFZ44HU,answer_likely_1_how_MO_political,4
AP4FDDWBJW470,answer_likely_1_how_MO_political,3
AYYBMS4XQJ9AP,answer_likely_1_how_MO_political,5
A3D3NEQ158WUB0,answer_likely_1_how_MO_political,4
A320BT7PLIQVZT,answer_likely_1_how_MO_political,3
A17WS5TP6OPH7R,answer_likely_1_how_MO_political,4
A1KA64FR47O9FS,answer_likely_1_how_MO_political,4
A3M877E9CGI09C,answer_likely_1_how_MO_political,3
AX8XE3GEOP5D,answer_likely_1_how_MO_political,4
AZLU5JWFIZVMD,answer_likely_1_how_MO_political,4
A3GWRDHAURRNK6,answer_likely_1_how_MO_political,3
A1V9G7V6ZYACIR,answer_likely_1_how_MO_political,4
A2S3SV1LQTKJ8K,answer_likely_1_how_MO_political,3
A1LZNQ6Q5JNTZE,answer_likely_1_where_MO_fido,3
ARWF605I7RWM7,answer_likely_1_where_MO_fido,4
A1J19UOHNI0UOC,answer_likely_1_where_MO_fido,5
A3TUCOUVSP9ZGY,answer_likely_1_where_MO_fido,5
A3A82EHCZOQ2CV,answer_likely_1_where_MO_fido,2
ANNVWKERLZG9A,answer_likely_1_where_MO_fido,3
A3PIRKF57QSWMS,answer_likely_1_where_MO_fido,5
A2HOUSKURBF8UA,answer_likely_1_where_MO_fido,2
A1Z1O6MMOB3UWW,answer_likely_1_where_MO_fido,5
A3QNCW3LR2AVOV,answer_likely_1_where_MO_fido,4
AAHZCL4LIPCBQ,answer_likely_1_where_MO_fido,5
A2XMFTY9WB05U6,answer_likely_1_where_MO_fido,3
A2N8FYNKM133KF,answer_likely_1_where_MO_fido,5
ALQEBL8XKDCWC,answer_likely_1_where_MO_fido,4
A18E16UFE351U6,answer_likely_1_where_MO_fido,5
A2CWJRAEFZ44HU,answer_likely_1_where_MO_fido,4
AP4FDDWBJW470,answer_likely_1_where_MO_fido,5
AYYBMS4XQJ9AP,answer_likely_1_where_MO_fido,5
A3D3NEQ158WUB0,answer_likely_1_where_MO_fido,4
A320BT7PLIQVZT,answer_likely_1_where_MO_fido,3
A17WS5TP6OPH7R,answer_likely_1_where_MO_fido,4
A1KA64FR47O9FS,answer_likely_1_where_MO_fido,3
A3M877E9CGI09C,answer_likely_1_where_MO_fido,4
AX8XE3GEOP5D,answer_likely_1_where_MO_fido,4
AZLU5JWFIZVMD,answer_likely_1_where_MO_fido,4
A3GWRDHAURRNK6,answer_likely_1_where_MO_fido,3
A1V9G7V6ZYACIR,answer_likely_1_where_MO_fido,4
A2S3SV1LQTKJ8K,answer_likely_1_where_MO_fido,5
A1LZNQ6Q5JNTZE,answer_likely_1_who_MO_vacation,2
ARWF605I7RWM7,answer_likely_1_who_MO_vacation,4
A1J19UOHNI0UOC,answer_likely_1_who_MO_vacation,5
A3TUCOUVSP9ZGY,answer_likely_1_who_MO_vacation,5
A3A82EHCZOQ2CV,answer_likely_1_who_MO_vacation,3
ANNVWKERLZG9A,answer_likely_1_who_MO_vacation,4
A3PIRKF57QSWMS,answer_likely_1_who_MO_vacation,5
A2HOUSKURBF8UA,answer_likely_1_who_MO_vacation,2
A1Z1O6MMOB3UWW,answer_likely_1_who_MO_vacation,5
A3QNCW3LR2AVOV,answer_likely_1_who_MO_vacation,5
AAHZCL4LIPCBQ,answer_likely_1_who_MO_vacation,5
A2XMFTY9WB05U6,answer_likely_1_who_MO_vacation,3
A2N8FYNKM133KF,answer_likely_1_who_MO_vacation,5
ALQEBL8XKDCWC,answer_likely_1_who_MO_vacation,4
A18E16UFE351U6,answer_likely_1_who_MO_vacation,4
A2CWJRAEFZ44HU,answer_likely_1_who_MO_vacation,5
AP4FDDWBJW470,answer_likely_1_who_MO_vacation,3
AYYBMS4XQJ9AP,answer_likely_1_who_MO_vacation,4
A3D3NEQ158WUB0,answer_likely_1_who_MO_vacation,4
A320BT7PLIQVZT,answer_likely_1_who_MO_vacation,3
A17WS5TP6OPH7R,answer_likely_1_who_MO_vacation,4
A1KA64FR47O9FS,answer_likely_1_who_MO_vacation,2
A3M877E9CGI09C,answer_likely_1_who_MO_vacation,2
AX8XE3GEOP5D,answer_likely_1_who_MO_vacation,4
AZLU5JWFIZVMD,answer_likely_1_who_MO_vacation,4
A3GWRDHAURRNK6,answer_likely_1_who_MO_vacation,3
A1V9G7V6ZYACIR,answer_likely_1_who_MO_vacation,4
A2S3SV1LQTKJ8K,answer_likely_1_who_MO_vacation,4
A1LZNQ6Q5JNTZE,answer_likely_1_how_MO_petra,2
ARWF605I7RWM7,answer_likely_1_how_MO_petra,4
A1J19UOHNI0UOC,answer_likely_1_how_MO_petra,5
A3TUCOUVSP9ZGY,answer_likely_1_how_MO_petra,5
A3A82EHCZOQ2CV,answer_likely_1_how_MO_petra,3
ANNVWKERLZG9A,answer_likely_1_how_MO_petra,4
A3PIRKF57QSWMS,answer_likely_1_how_MO_petra,5
A2HOUSKURBF8UA,answer_likely_1_how_MO_petra,2
A1Z1O6MMOB3UWW,answer_likely_1_how_MO_petra,4
A3QNCW3LR2AVOV,answer_likely_1_how_MO_petra,4
AAHZCL4LIPCBQ,answer_likely_1_how_MO_petra,3
A2XMFTY9WB05U6,answer_likely_1_how_MO_petra,3
A2N8FYNKM133KF,answer_likely_1_how_MO_petra,4
ALQEBL8XKDCWC,answer_likely_1_how_MO_petra,4
A18E16UFE351U6,answer_likely_1_how_MO_petra,2
A2CWJRAEFZ44HU,answer_likely_1_how_MO_petra,5
AP4FDDWBJW470,answer_likely_1_how_MO_petra,4
AYYBMS4XQJ9AP,answer_likely_1_how_MO_petra,4
A3D3NEQ158WUB0,answer_likely_1_how_MO_petra,3
A320BT7PLIQVZT,answer_likely_1_how_MO_petra,4
A17WS5TP6OPH7R,answer_likely_1_how_MO_petra,4
A1KA64FR47O9FS,answer_likely_1_how_MO_petra,3
A3M877E9CGI09C,answer_likely_1_how_MO_petra,1
AX8XE3GEOP5D,answer_likely_1_how_MO_petra,3
AZLU5JWFIZVMD,answer_likely_1_how_MO_petra,1
A3GWRDHAURRNK6,answer_likely_1_how_MO_petra,3
A1V9G7V6ZYACIR,answer_likely_1_how_MO_petra,3
A2S3SV1LQTKJ8K,answer_likely_1_how_MO_petra,4
A1LZNQ6Q5JNTZE,answer_likely_1_where_MO_chocolate,3
ARWF605I7RWM7,answer_likely_1_where_MO_chocolate,4
A1J19UOHNI0UOC,answer_likely_1_where_MO_chocolate,5
A3TUCOUVSP9ZGY,answer_likely_1_where_MO_chocolate,5
A3A82EHCZOQ2CV,answer_likely_1_where_MO_chocolate,1
ANNVWKERLZG9A,answer_likely_1_where_MO_chocolate,4
A3PIRKF57QSWMS,answer_likely_1_where_MO_chocolate,5
A2HOUSKURBF8UA,answer_likely_1_where_MO_chocolate,2
A1Z1O6MMOB3UWW,answer_likely_1_where_MO_chocolate,5
A3QNCW3LR2AVOV,answer_likely_1_where_MO_chocolate,4
AAHZCL4LIPCBQ,answer_likely_1_where_MO_chocolate,4
A2XMFTY9WB05U6,answer_likely_1_where_MO_chocolate,3
A2N8FYNKM133KF,answer_likely_1_where_MO_chocolate,5
ALQEBL8XKDCWC,answer_likely_1_where_MO_chocolate,4
A18E16UFE351U6,answer_likely_1_where_MO_chocolate,2
A2CWJRAEFZ44HU,answer_likely_1_where_MO_chocolate,5
AP4FDDWBJW470,answer_likely_1_where_MO_chocolate,5
AYYBMS4XQJ9AP,answer_likely_1_where_MO_chocolate,5
A3D3NEQ158WUB0,answer_likely_1_where_MO_chocolate,3
A320BT7PLIQVZT,answer_likely_1_where_MO_chocolate,4
A17WS5TP6OPH7R,answer_likely_1_where_MO_chocolate,3
A1KA64FR47O9FS,answer_likely_1_where_MO_chocolate,3
A3M877E9CGI09C,answer_likely_1_where_MO_chocolate,1
AX8XE3GEOP5D,answer_likely_1_where_MO_chocolate,4
AZLU5JWFIZVMD,answer_likely_1_where_MO_chocolate,2
A3GWRDHAURRNK6,answer_likely_1_where_MO_chocolate,3
A1V9G7V6ZYACIR,answer_likely_1_where_MO_chocolate,2
A2S3SV1LQTKJ8K,answer_likely_1_where_MO_chocolate,4
A1LZNQ6Q5JNTZE,answer_likely_1_who_MO_office,3
ARWF605I7RWM7,answer_likely_1_who_MO_office,4
A1J19UOHNI0UOC,answer_likely_1_who_MO_office,5
A3TUCOUVSP9ZGY,answer_likely_1_who_MO_office,5
A3A82EHCZOQ2CV,answer_likely_1_who_MO_office,3
ANNVWKERLZG9A,answer_likely_1_who_MO_office,4
A3PIRKF57QSWMS,answer_likely_1_who_MO_office,5
A2HOUSKURBF8UA,answer_likely_1_who_MO_office,2
A1Z1O6MMOB3UWW,answer_likely_1_who_MO_office,5
A3QNCW3LR2AVOV,answer_likely_1_who_MO_office,3
AAHZCL4LIPCBQ,answer_likely_1_who_MO_office,5
A2XMFTY9WB05U6,answer_likely_1_who_MO_office,3
A2N8FYNKM133KF,answer_likely_1_who_MO_office,4
ALQEBL8XKDCWC,answer_likely_1_who_MO_office,4
A18E16UFE351U6,answer_likely_1_who_MO_office,4
A2CWJRAEFZ44HU,answer_likely_1_who_MO_office,4
AP4FDDWBJW470,answer_likely_1_who_MO_office,3
AYYBMS4XQJ9AP,answer_likely_1_who_MO_office,4
A3D3NEQ158WUB0,answer_likely_1_who_MO_office,3
A320BT7PLIQVZT,answer_likely_1_who_MO_office,4
A17WS5TP6OPH7R,answer_likely_1_who_MO_office,2
A1KA64FR47O9FS,answer_likely_1_who_MO_office,3
A3M877E9CGI09C,answer_likely_1_who_MO_office,1
AX8XE3GEOP5D,answer_likely_1_who_MO_office,4
AZLU5JWFIZVMD,answer_likely_1_who_MO_office,3
A3GWRDHAURRNK6,answer_likely_1_who_MO_office,3
A1V9G7V6ZYACIR,answer_likely_1_who_MO_office,2
A2S3SV1LQTKJ8K,answer_likely_1_who_MO_office,4
A1LZNQ6Q5JNTZE,answer_likely_1_how_MO_college,3
ARWF605I7RWM7,answer_likely_1_how_MO_college,4
A1J19UOHNI0UOC,answer_likely_1_how_MO_college,5
A3TUCOUVSP9ZGY,answer_likely_1_how_MO_college,5
A3A82EHCZOQ2CV,answer_likely_1_how_MO_college,2
ANNVWKERLZG9A,answer_likely_1_how_MO_college,4
A3PIRKF57QSWMS,answer_likely_1_how_MO_college,5
A2HOUSKURBF8UA,answer_likely_1_how_MO_college,3
A1Z1O6MMOB3UWW,answer_likely_1_how_MO_college,5
A3QNCW3LR2AVOV,answer_likely_1_how_MO_college,5
AAHZCL4LIPCBQ,answer_likely_1_how_MO_college,5
A2XMFTY9WB05U6,answer_likely_1_how_MO_college,4
A2N8FYNKM133KF,answer_likely_1_how_MO_college,0
